,User_id,Rating
77,hqojrGeufv6qYpN00R-OsA,1.0
78,v8RLnGiWPFXuwnavp-NfSw,3.0
79,A-5D1nwCfDpoI5WvJ2Jh7A,4.0
80,EaQUJq6nI0PdI6YiRSb4wA,2.0
81,SC2HZlY3V7XdwfZ4s4_z8A,1.0
82,Ydwy87JBC14iLReF4AqhJQ,1.0
83,9hXN71rkjjtHQ4rR1jQV8A,1.0
84,9ZT191GsJ7J_kF9AAcfwKw,4.0
85,2PYxmh4hYRo6Mfc1WniqIw,3.0
86,q0HDybhT0V9dXrs63_WqWQ,4.0
87,CRLA264qZO-IxB2gQOnJmg,5.0
88,RYhtdZpUu5mZGxzfe9CipA,4.0
89,eFEJQDvrtvOaENYak4Mf4g,4.0
90,a8QNaErKMX1GTPfBPaH-bA,4.0
91,TdPkpZf5puPvGcxdNxgd3w,4.0
92,__dUOXQ2Pa149eLgsL-tHA,4.0
93,cCd4dxDGl_imZmZf8pXNFw,4.0
94,v8RLnGiWPFXuwnavp-NfSw,1.0
95,RBuCX4YSflFXvBrI9W7qhA,1.0
96,fdwVdy6TuY1kjYeEPMZKVw,4.0
97,Rw8K0VS2fhuXad9iHAIUkA,4.0
98,vivFH2_uIcOyqel-cHmxLA,3.0
99,XofXsviRkS2KsDQXKt3-VA,5.0
100,ln-8dqz9uu5TwjVg1vYESg,3.0
101,GEu83t4SjJ5S7SdoGkZIDg,3.0
102,S91kz40EtAo3AKUrDyEeDg,1.0
103,qy1HyF1nCKaMJCg-vvB1Xw,2.0
104,hqojrGeufv6qYpN00R-OsA,3.0
105,vivFH2_uIcOyqel-cHmxLA,5.0
106,1WfaAbWC06QDnb59vqnEZw,3.0
107,a8QNaErKMX1GTPfBPaH-bA,5.0
108,LNlJEpd0l3zkpbq2El7ljw,3.0
109,9pYZ0F5s4YRLqgo8vW6KjQ,5.0
110,w-w-k-QXosIKQ8HQVwU6IQ,3.0
111,ocv3RMJZFScAMHmudpqWpQ,3.0
112,8nSAbI-nUi0GavThHTEkJQ,5.0
113,e6QRXwwzhebaLVX0JEztpg,1.0
114,FHfjAReTovbu0chLv-WGrQ,2.0
115,VuAG11SKQeXwKolONVO3dg,1.0
116,dXm0QedhQ7d26Xx0XQp9LQ,3.0
117,vB8YCXg61Knx81tZ-E180A,4.0
118,Zrj6CuQRRs38siAjuBl2MA,4.0
119,5kk3tDlShYVDZAwiOL3etw,4.0
120,m6VbqnZ0Pq-mhjtQvoY65w,4.0
121,3okrWrDZxfMrF3_thV3Kmg,4.0
122,wCtf5_zG8EpWiBp_Oi7P0g,2.0
123,elyvWgnY-oN7TfLMDt9o4Q,4.0
124,4lLSLA-ZP4h3Hki9NFfZAg,1.0
125,kA8pHWJd8xhAAzETWun-nw,4.0
126,1oorrv1MLXCGGQdg7Ea_Ng,3.0
127,s_tdDVHRVUn4aopjgxNSYw,2.0
128,P5bUL3Engv-2z6kKohB6qQ,4.0
129,0IljwtiV93UX9ZmSLS0PkQ,4.0
130,ataY9zKkPoi-fyIsKdPZLg,4.0
131,vEzgkG8axJ75pyWa-iHyKA,4.0
132,1WfaAbWC06QDnb59vqnEZw,2.0
133,8fgiuFMuN5yfoALzts-K7w,1.0
134,xULmaKblwE7L0PRN6qypMA,2.0
135,eh01IsSbe8_vUw7oF4SvyQ,3.0
136,8-lLoii2bEEB_IDJlryyDw,3.0
137,WDsr8RnPqbceR3s2yZYr3Q,4.0
138,T4gJBo6jA9BbbwDZT8M-Fw,4.0
139,MlKAJcxlTzrJtgwg3qtTPg,4.0
140,LOKBrpZFR_rWiEkuULrLgQ,3.0
141,ptCEWCs9_VPLz4n4tVJUSw,1.0
142,Zwco3vEZqiWSepNz4eBPEg,4.0
143,cTHvB1avJo4JrrtBHID4Dw,1.0
144,vZjrRlOg3eWjvlJahXi_-Q,1.0
145,uT_J1dCJ3KQ6L_iZy0_UjA,5.0
146,N_aPWqaB5wNcxx97hgJWqg,1.0
147,PS80V0SCQiTtyt_hVuIsyA,3.0
148,c6-5kwaN_w9Bgwlz088sZw,4.0
149,Sdn9fm89tQE3nDQPTKxb7A,2.0
150,SH3lpbJbFpKlmE4osiZrpg,4.0
151,7q5BCkFFcSzIQIbGnP7arQ,3.0
152,Q25NuARY0KB1f-5UfTluAw,2.0
153,H4JNrBAoyCk_ZMZWbAf8OA,2.0
154,mXYVc5jgShblQZKfGf4DmQ,5.0
155,7FMNqVhcZlwhxAEcZBPT-g,5.0
156,wQWm0pZvB39yBPqLt93jVQ,2.0
157,RmnF3xft550nn2moUpuC4Q,1.0
158,ad8cXN5pYhs8EtSUat5WpA,5.0
159,duFP2mFpWc-qc21T5XKvNg,5.0
160,modi4kJswHfJ1-_44nRtPA,1.0
161,ocv3RMJZFScAMHmudpqWpQ,5.0
162,15-4okpvj30uLWZZOhp7xQ,1.0
163,5XCF0w07AheMcPLru0XRSw,5.0
164,ImVfDOri1NG5UE5MEmqHJg,4.0
165,biey89DPbXAQCVdc4iR3pA,5.0
166,OFOWGyyBvwdDhPgj2RJ1ww,5.0
167,b7eH1R1h6VK1P7BiLdDz7A,5.0
168,UifIElbaR3_awum1uJ1Qtg,5.0
169,-tctrza4N0gSgbs1wKJMsw,4.0
170,JsYjoHfZb28NQ1vBqSHfgA,5.0
171,SV7lWlHg_qrOu1hkM3JYzA,5.0
172,ybkYMP-SjJB8Sn-bnbYluQ,4.0
173,hqojrGeufv6qYpN00R-OsA,3.0
174,HWfS6ftRMWsCatgR4bnmRg,4.0
175,XeWIIUbGwxS6YKrbddBtFw,3.0
176,Ziz1dBhYulEfv98sPj9NIw,3.0
177,e6QRXwwzhebaLVX0JEztpg,4.0
178,vlrAxP8VNwsQO6kB4DM48w,1.0
179,Vf8IskDj3MWzmTyWnfS8Tw,3.0
180,F3yL7vsPzn1wq6ILuzs_Rw,3.0
181,63IsblsehOcN2OvhVIP9Vg,4.0
182,-s04aRndwvhmTrsqWsoKfA,4.0
183,brTYfgAc0uD7fiT8arLqIg,3.0
184,ehdrFZwh1XRxzqR-6Kbg9A,4.0
185,m88QJCmv34JH7vAckK9qBw,2.0
186,8aM-IeXvEN_f8zgvQQ6iEQ,1.0
187,Wxd-EKF2Z4RHZUmwQ6Eeew,4.0
188,P5bUL3Engv-2z6kKohB6qQ,3.0
189,HYQoxBC1y1DGPq6pGP09Tw,3.0
190,jTXj5uf5ER5siDnQK_y4aA,5.0
191,a8QNaErKMX1GTPfBPaH-bA,2.0
192,qkdJvjUvqIfOhHQjaNeeZA,5.0
193,ocv3RMJZFScAMHmudpqWpQ,4.0
194,4b6saCX_1wl4cXZgmzMg8g,5.0
195,mwl0oNajjOrtD03XuLf50g,5.0
196,ln-8dqz9uu5TwjVg1vYESg,4.0
197,LNlJEpd0l3zkpbq2El7ljw,3.0
198,LrW6pwYEnIDxFVAhMBl8JA,5.0
199,Ehzzjf9VWRoY5_ik-YGCOQ,5.0
200,P_WjVwhQj35NanrTHVux0g,5.0
201,Yeo5cXxha6RQtv0vv_Y9ng,3.0
202,sOzeK0dE0BYx4Mc8dmoenQ,5.0
203,fdwVdy6TuY1kjYeEPMZKVw,4.0
204,mCjFUY2xM2sUvEKdLCWrRQ,1.0
205,pR_5lhfJ4NmsFQDz_Ahkyw,4.0
206,T6jCRh9Qi6bzAp-TG2Duvw,4.0
207,0CqAmHUSWPEQdrnCbDiaVA,4.0
208,c_T9sGM79aM9KGXKy7FTwA,2.0
209,ckQyi6cnOyLE1LWrfn-qww,5.0
210,W8f2_B1NDXi7c9sXHi4r4A,5.0
211,IHOCvB0ZZ9_pLx509U3tpw,5.0
212,SmhhtyewhCO2X4XAnhPfbg,5.0
213,nzjKqK_BjQpAmCqvWkUbsA,5.0
214,L35UBl44Dmg4s8a5HWQYjg,2.0
215,SIpBqzGhRM7T5cDFiuIryg,5.0
216,EuIh4hwfMCxO05BilHhRrQ,5.0
217,TRa6aD6vHUC-q6uYVRgScA,5.0
218,JZ5-5n7ieD3mZUwb72JRng,3.0
219,elyvWgnY-oN7TfLMDt9o4Q,5.0
220,W6N0b3e4fL5UfpwPTuNzNg,3.0
221,4b6saCX_1wl4cXZgmzMg8g,5.0
222,qF2FczksPr9dASFcYnAiBQ,5.0
223,6IJvrFm0X3OTy6HoDWaLpg,3.0
224,KFYn0bHk7fXA9xKVgvYMnw,5.0
225,mHK85nHULWvPe66xnynv_Q,5.0
226,Wai7sl3HMm3iwbQGH8UshQ,1.0
227,R_U1KlukX8alb7vTRWCMbA,5.0
228,BAXXJrlGW6o8zWfw47q1Tg,4.0
229,NCFLZQnlQOhcmDK3cAI29g,5.0
230,56vERWd2VPTfjytCQlSc6g,1.0
231,zD9JC4DlFzCNwGCfYCvp9A,4.0
232,e9hegxtdoro0KjJZTyUsLQ,5.0
233,e6QRXwwzhebaLVX0JEztpg,5.0
234,ed-C-BTs9Xp_5pqo32bLAw,5.0
235,oLVKX7yWg7UcdekDGkfpfw,4.0
236,72s2b4tegZYAV3R0gFzLUQ,5.0
237,X_DkwPTzdO_VWzUcbUXREg,5.0
238,Ud6j2HN40qEhycq2PuwcBA,5.0
239,vqE64xsC_nK3nV2TrQ7vAQ,5.0
240,zQxDUhxKOHdZygnNRZ-4ng,4.0
241,TgCW5tyinPDvZWE5Sqwwgw,4.0
242,nzDG30aK5CM_DzO1l01Tnw,5.0
243,UqL-O5gS4OtCabn28oCo9w,3.0
244,juCg0NTeJ6HORSXDwTRu_w,1.0
245,OZTZgCcxO7fcFkZ3LYDroA,1.0
246,TXTg2Q1mnf_kbewJs2XhPA,5.0
247,NkVYcoaThHjOfTTgq6OdHQ,5.0
248,UKsBKla6IjgOeKe_UC5Dbg,5.0
249,n1AYydmhQHe1PVQBKa8qoQ,5.0
250,U8yokVEeG2Yv5iLTTkeDIA,4.0
251,LXTd3Kl_ZXJ1sKeYWwlzlg,5.0
252,jiPzk6m4yf451hkhUYQI_A,5.0
253,65uUyG9yuF0rdMh0z7ajaA,5.0
254,Wbwv4at33RscYwinLrxA4A,5.0
255,We9qK9M-oI6LUULbQo_InQ,4.0
256,LNlJEpd0l3zkpbq2El7ljw,5.0
257,Wb5Gs_FpWDYjrhn0luPd3A,3.0
258,2l0O1EI1m0yWjFo2zSt71w,4.0
259,KAfAGThWVWC_shOevTj2Wg,5.0
260,7mn6MV9IUwO9U37D5S4gbA,5.0
261,esmmatPzOGnYIuj-2zZrsQ,5.0
262,ocv3RMJZFScAMHmudpqWpQ,4.0
263,x3XaLpVxACQzi4gi1J-Fnw,5.0
264,ipleTHGh9KR8hO5U1yxzXw,1.0
265,pKSVqOWpyVc3dwGogNhphg,5.0
266,3MYdpmHeNwC6FquRWi3YOg,4.0
267,OzU3uTiW1cq22iEEy8_TVg,5.0
268,yRtajw-lGYoOXdOdfwV9hQ,5.0
269,1pp1jjHmw2KhljOgOr-H7A,4.0
270,re3AdczLFP4D7xwI6DkBNA,4.0
271,V4lfq57g-nbtmjHrTBt1Vw,4.0
272,JwQ8oI5iXKaqfBgZSpm19Q,5.0
273,c9-jEIfBnLa4iNHxVmXAHA,5.0
274,uMJsK3x-981hUP2dZAVDag,4.0
275,xwJNQo9wQsdJZC9jFhxH3Q,5.0
276,sfXELG2SCfb8B7Ay5LmY7g,5.0
277,1g_ajkmxzivqpY8E9s9sgQ,4.0
278,LOspncsyY0HU8SNyKR6MBw,4.0
279,NQysyhps0a7MTytWCJiS3g,5.0
280,8DPVGxH8zpCNUv6jUN4LqQ,4.0
281,6HfGx_gVu1IHFnPL66kAOQ,5.0
282,7zNRYBXuNJJGqUOvUcMZ0w,4.0
283,GVCAx8-_1Kz0tUAlqm5gKg,4.0
284,XIR1_GVjl2M2P9uit2kxpA,4.0
285,cPLBdGuwEk0XzzIIc1zQMg,5.0
286,CrJlQ1NYEIfmMz5RuUhMvA,4.0
287,FFWtw73N2xBxbGMIdmFHug,5.0
288,3vHNhZ5zrpZMTM5CgTE6rg,3.0
289,ukfZEKae8SLavXHDDwdKBQ,3.0
290,i-DWCn1Xk5-exHi0mBDO1g,5.0
291,VonPeN8hLrtVBPatCBclLQ,5.0
292,xLldDRZe1DCTY-05-OIauA,5.0
293,HdQ8mcCXNxUqsFgTfbPuzQ,1.0
294,VNhT2geXgSE7QCgvyqRMDQ,5.0
295,YIyGnPWNA7rb3hiIgFwb_A,5.0
296,esaDbON8NXJC4PWt_CheUg,3.0
297,NAZBH_z65b3336FlxRjDZw,4.0
298,73DZUFYAXuycbJ_eEAox1Q,4.0
299,eK_KHtMiHKbgTfn5FSNN7g,5.0
300,E3qISp1GCesHwiJbc0KDgQ,5.0
301,WDsr8RnPqbceR3s2yZYr3Q,3.0
302,EE_7_YPuk9Ly05hi1N-Lig,4.0
303,BBTFyjdgWSEdzhQFEQx65g,1.0
304,xSIMNs3zpvNAlnqD7mZ6gA,5.0
305,tK9HNA3tBIbfym7FinuoKw,1.0
306,8c53BdBWPcbioN3WZJWdCA,4.0
307,73DZUFYAXuycbJ_eEAox1Q,3.0
308,5Oj4pmWQZS8zykSrNVkuBw,5.0
309,63IsblsehOcN2OvhVIP9Vg,4.0
310,fEmZHZC7KCQcC-62giMTdQ,5.0
311,_RWXFYz87bd6LoFnTWiwnQ,2.0
312,YO724fydzl_b_jjT-GSmRA,4.0
313,EjJOP1_jhd0snVm2xqXOow,1.0
314,-PWwpgh0WQFE63KIzyqmKg,1.0
315,mezcuernbQU7asVLIeXZHw,1.0
316,_0F_PHkemmmWpAjfiXR_9g,4.0
317,TyYb_VmSNtY2k3hZqHWqkQ,2.0
318,63IsblsehOcN2OvhVIP9Vg,5.0
319,ISmMbRqaNfyoap0qN2r73A,2.0
320,TX_O8rcYMIHEobq3rr1xtw,5.0
321,peLLkr2JhH8qUU4pq2wemg,5.0
322,USdWbCN1iovQFy1AQp2TRw,1.0
323,9_6vv_6KTrZI1ZpVdNS0hg,1.0
324,Q-GIt9xjwTRcXNbc8Mus3g,5.0
325,8D92qPaDfn0zfB9NQcm1QA,4.0
326,e9hegxtdoro0KjJZTyUsLQ,5.0
327,c4mkYDTjJc-_lOM32YaPPQ,2.0
328,DbMJ_dBdv1dJLE9MEWvHNQ,5.0
329,ku8rz9y31569Y2-kAuTxjQ,4.0
330,EuIh4hwfMCxO05BilHhRrQ,2.0
331,uEEhdFeGBhLxm5FtofhrRw,5.0
332,Rhvt5HoMG7mayNd437Vm2w,3.0
333,86pa5RwTvtS0seiKm414yA,5.0
334,C9ijJDnBaaWNQD5tLcNBFQ,4.0
335,1mdwR2US8Z_CBWYuFMWWNg,4.0
336,WqeK9gyjDXL_7G3RjIUGHQ,4.0
337,vivFH2_uIcOyqel-cHmxLA,5.0
338,FHfjAReTovbu0chLv-WGrQ,2.0
339,sBTQA8D1zg9eqRO-j7jQjQ,1.0
340,AkHyqcLznqqAnN0CBFw3OA,4.0
341,Mf25toe3YIH6uv9d43EXuA,1.0
342,AfFbCEfvNJGyM6qRzTKc9Q,1.0
343,u_LBaXlugdLHPdV9JksIgw,3.0
344,hwEjr7ROd79LfBrc_e9cuA,5.0
345,i-DWCn1Xk5-exHi0mBDO1g,4.0
346,Wxd-EKF2Z4RHZUmwQ6Eeew,3.0
347,JJqIf-4CdoKJxoOJF2RIyA,3.0
348,Tag7Nfw-bW95umiYmPQrWg,4.0
349,AQF9JwbQP7ZBO_Zr3w54pg,1.0
350,XeWIIUbGwxS6YKrbddBtFw,3.0
351,JsYjoHfZb28NQ1vBqSHfgA,3.0
352,uOBZIWu4Da2dWW-kUEHR9g,5.0
353,73DZUFYAXuycbJ_eEAox1Q,3.0
354,wUu-Catto1CO4Z_JGJ0NYw,4.0
355,JvRC2InlYud__2xV6zl6gg,4.0
356,ln-8dqz9uu5TwjVg1vYESg,4.0
357,CZO8rFIsL89pjM2La5u6AQ,5.0
358,T7UOTXOsi6ZdJkzy8czTMw,5.0
359,5jLkKtE4HPlrbjw-0w9lvg,5.0
360,9S85BzJTqotw9JqVwc_YyA,5.0
361,xADAW32u15sgA18Hfy9PsQ,5.0
362,N9Zjnn-iSpv1khwnJGl0Vg,5.0
363,isSlR0cY7PhXUbuRI8qwvA,4.0
364,nUqq9ONMIfN_ra8L9HJRdA,5.0
365,BPkM2rnhMO68Le6Xs-7eVg,4.0
366,J6yxA2PWu2ywah_laPoDSw,4.0
367,nckdCP0Y8ffoht2HLW18Rg,5.0
368,QYUZD1Tn0UzrTbUG08lpiw,4.0
369,a8QNaErKMX1GTPfBPaH-bA,5.0
370,T-AMd62mfTb3Tv7bLoftBA,5.0
371,YjR1HttGdWXJqKYtY2unrg,5.0
372,wqKqQTbW-zjuNBLlqNuRuQ,5.0
373,Vjk5FemZ5rwJuJ7Sznd3fA,5.0
374,cO-H8ilzxuUCpxM6cj_piw,4.0
375,AS-6FLwDQK6IMW0_dQoJHw,4.0
376,uPkCD4YtxhibudR2yo-YZQ,4.0
377,Hj_GF8MnikDy4BQzf0B8Dg,4.0
378,eydaYzZbJ-2cLcEDA5d5hQ,5.0
379,_U4_VdKOHUU0CgrbfsH3Jw,5.0
380,gZWshVoPlMC0D9WWXe5D9w,4.0
381,OJK6V3Ewlrhq04TVwZwohQ,5.0
382,FHfjAReTovbu0chLv-WGrQ,2.0
383,wEqETrWwpsujK2r8ZueOFw,4.0
384,a8QNaErKMX1GTPfBPaH-bA,5.0
385,ybnJoXphDsVeg299y5A3hQ,3.0
386,Sdn9fm89tQE3nDQPTKxb7A,3.0
387,Wxd-EKF2Z4RHZUmwQ6Eeew,2.0
388,73DZUFYAXuycbJ_eEAox1Q,3.0
389,lwN4azrslas0kekyugbSAQ,2.0
390,zneyq52ORY7BPF5vCsxZWQ,2.0
391,XQyuG-54-EZ9EvG_ulWQFQ,1.0
392,RxaqMFylRmftGzihOQTmfg,4.0
393,oNx60AozF9SKGLV1oYEA8w,2.0
394,ybkYMP-SjJB8Sn-bnbYluQ,4.0
395,71RVNcSPEs8rxyxQllMGeQ,5.0
396,ln-8dqz9uu5TwjVg1vYESg,4.0
397,UzFpw5-JFekJ9nF8hI9ZSw,2.0
398,hqojrGeufv6qYpN00R-OsA,5.0
399,lhtScJ_Z2Oh3518hCt-_Zw,4.0
400,aHrxfhAf-_Kow-LLxQ-K3A,2.0
401,vivFH2_uIcOyqel-cHmxLA,5.0
402,-1J99GAWYAbK7sbZcVEgxQ,3.0
403,TbDOHRKSddMd8fdJqjKirQ,3.0
404,VZUHcHoSYtn8mKq31hAM-g,4.0
405,xVndjy6wsAxGlOxPjBbZxw,3.0
406,1fbqafPJJ-kxQgrJqt9wPQ,4.0
407,mi6raRWQboj29_hGUo01jg,2.0
408,cJVqHvDLN9g3GE4VfxDbZQ,3.0
409,hqojrGeufv6qYpN00R-OsA,2.0
410,FIHv-S6cb76mLNWLKho88w,3.0
411,hOPhxpCvB2bKjRoMG16OCw,4.0
412,xzLXpGbbcFPqHfQ4z8j47A,5.0
413,kje6blrP4fL3FHVqBq8yiQ,4.0
414,eh01IsSbe8_vUw7oF4SvyQ,4.0
415,1TZm5R0N2No6Fjyuk99Neg,4.0
416,GcqMSNKVOLQwaOeOHqtzcw,1.0
417,PXV5AU2ZU-aRWLa6lykMlA,4.0
418,fw9VtoEZw91A9b8vZ93r1A,2.0
419,cnpakm3BrkWgbKS3l_pcng,4.0
420,5h26mx-963Rgc6F6hAIUVw,5.0
421,r8-OJqMvraQHnzCcFbiCvg,5.0
422,fsiYjIsgoFOcGAK5XjxnNw,2.0
423,63IsblsehOcN2OvhVIP9Vg,4.0
424,o-t-i7nbT5N_cmkCXs5oDQ,4.0
425,qrzo6epsAUau7pC-EWSPKA,3.0
426,vivFH2_uIcOyqel-cHmxLA,4.0
427,-1J99GAWYAbK7sbZcVEgxQ,4.0
428,qrzo6epsAUau7pC-EWSPKA,3.0
429,xVndjy6wsAxGlOxPjBbZxw,1.0
430,FHfjAReTovbu0chLv-WGrQ,4.0
431,VZUHcHoSYtn8mKq31hAM-g,4.0
432,ybkYMP-SjJB8Sn-bnbYluQ,4.0
433,C9ijJDnBaaWNQD5tLcNBFQ,2.0
434,xVndjy6wsAxGlOxPjBbZxw,2.0
435,C9ijJDnBaaWNQD5tLcNBFQ,3.0
436,TXTg2Q1mnf_kbewJs2XhPA,3.0
437,vivFH2_uIcOyqel-cHmxLA,3.0
438,Wxd-EKF2Z4RHZUmwQ6Eeew,3.0
439,DhOSuTlWNnlzoF0QxstVZg,2.0
440,qrzo6epsAUau7pC-EWSPKA,3.0
441,73DZUFYAXuycbJ_eEAox1Q,3.0
442,3NMjtNYhmRLHA4Tz5WSabg,2.0
443,gQF9-Agz8E-9lXNJZsc1xA,2.0
444,GEu83t4SjJ5S7SdoGkZIDg,3.0
445,BPkM2rnhMO68Le6Xs-7eVg,4.0
446,FHfjAReTovbu0chLv-WGrQ,4.0
447,WWnhqRnWWjutMqh-2SzEuQ,5.0
448,LNlJEpd0l3zkpbq2El7ljw,4.0
449,cJVqHvDLN9g3GE4VfxDbZQ,2.0
450,GgnzT-zz043PW4ITu2fCQA,4.0
451,XeWIIUbGwxS6YKrbddBtFw,4.0
452,WYCv0Q-QIKCSIo8IqOLOfw,5.0
453,Wbwv4at33RscYwinLrxA4A,5.0
454,QlFMn3xECbC-vxe_rGSlsg,5.0
455,dHLL7SVGJw5uM6IEp_wb4Q,4.0
456,e9hegxtdoro0KjJZTyUsLQ,5.0
457,ocv3RMJZFScAMHmudpqWpQ,2.0
458,iSbyTi1IodOPNqacK4oW2g,4.0
459,C9ijJDnBaaWNQD5tLcNBFQ,3.0
460,J4p8zd9QiH7DwP2R2aQcbQ,4.0
461,FAArGkbd6l3t73uR-jfw_Q,3.0
462,M3w1rv78j3nzQcJVzC-bNw,3.0
463,xLldDRZe1DCTY-05-OIauA,3.0
464,NQysyhps0a7MTytWCJiS3g,4.0
465,ln-8dqz9uu5TwjVg1vYESg,5.0
466,RfjWiiBRO5uorrxzfwdBYQ,5.0
467,goySBsZ3QJfSaElPIDIzLw,1.0
468,AF0HZckXXBKkJywKKtZtiQ,5.0
469,9ko2ULuF1lObQ4uxdyRvYw,5.0
470,BPkM2rnhMO68Le6Xs-7eVg,5.0
471,p-PUhsp05anDunttBVE7mg,5.0
472,VZUHcHoSYtn8mKq31hAM-g,5.0
473,H2At_di8_I0Bf0LqR5UE4A,5.0
474,S91kz40EtAo3AKUrDyEeDg,4.0
475,OXR9bPVLqTmJQU_5NWAD8Q,4.0
476,EP8rQdAcvfxx2hfXQevpEg,5.0
477,YE6owgI_-m9KJqXysEHg9Q,5.0
478,v8RLnGiWPFXuwnavp-NfSw,4.0
479,EuIh4hwfMCxO05BilHhRrQ,4.0
480,a8QNaErKMX1GTPfBPaH-bA,5.0
481,Uo26xw3wj0YxlU642mFi-Q,5.0
482,l2hZ2026wemwnT4a60b2Xw,4.0
483,WB6PzbGBctXigAASvT9BZA,5.0
484,a8QNaErKMX1GTPfBPaH-bA,1.0
485,FHfjAReTovbu0chLv-WGrQ,3.0
486,m6VbqnZ0Pq-mhjtQvoY65w,3.0
487,ln-8dqz9uu5TwjVg1vYESg,5.0
488,ocv3RMJZFScAMHmudpqWpQ,3.0
489,c4mkYDTjJc-_lOM32YaPPQ,3.0
490,Suw8tiW7EHWpt7HhuB7SDw,3.0
491,-Hxvjz-t5ttsuH6H1osA4A,5.0
492,xVndjy6wsAxGlOxPjBbZxw,3.0
493,kS1MQHYwIfD0462PE61IBw,4.0
